,question_cod,question,all_alternatives,correct_alt,year,context,wrong_correct,correct_alternative,wrong_alternative
5269,Q426778,"Julgue os seguintes itens, tomando por base a organização dotexto acima.As regras gramaticais e a coerência textual permitem que o trecho ""sermos modernos e entrarmos"" (l.14-15) seja substituído por ser moderno e entrar, opção em que não se evidencia o sujeito das orações, ao contrário do que ocorre quando se emprega o infinitivo flexionado.",Certo | Errado,c,2009,,2,Certo,Errado
5270,Q426789,"No que se refere à organização das ideias e às estruturaslinguísticas do texto acima, julgue os itens subsequentes.Na linha 12, a vírgula empregada depois de ""momentos"" tem a função de marcar o início de uma inserção, de uma explicação adicional para a caracterização de ""Uma sociedade"".",Certo | Errado,c,2009,,2,Certo,Errado
5271,Q426790,"Enfatiza-se a argumentação ao se utilizar ""antecipação racional"" (.4) no plural, antecipações racionais; mas, para que também seja preservada a correção gramatical, é obrigatório flexionar no plural ""é"" (.3) escrevendo-se são, e ""qualquer"" (.4), escrevendo-se quaisquer.",Certo | Errado,e,2009,,2,Certo,Errado
5272,Q426792,"Brasil e África do Sul assinam acordo de cooperaçãoJulgue os itens a seguir quanto à compreensão do texto e àtipologia textual.Quanto à tipologia, o texto caracteriza-se como informativo.",Certo | Errado,c,2009,,2,Certo,Errado
5273,Q426793,"Acerca da compreensão, da interpretação e da tipologia do texto apresentado, julgue os próximos itens.Depreende-se do texto a recomendação dos autores a favor da aquisição de ""passivos"" à vista, caso se tenha um dinheiro a mais sobrando, já que ""Comprar dívidas"" (l.44) é coisa de quem não possui educação financeira.",Certo | Errado,e,2009,,2,Certo,Errado
5274,Q426794,"Acerca da compreensão, da interpretação e da tipologia do texto apresentado, julgue os próximos itens.Quanto à tipologia, o texto caracteriza-se como um diálogo, em virtude das perguntas feitas diretamente ao leitor.",Certo | Errado,e,2009,,2,Certo,Errado
5275,Q426795,"Julgue os itens que se seguem com relação à análise gramatical deelementos e expressões do texto.Substituindo-se o termo sublinhado em ""Olham uma moeda de R$ 1"" (18) por um pronome pessoal correspondente, considerando a função sintática do trecho, obtém-se: Olham-na.",Certo | Errado,c,2009,,2,Certo,Errado
5276,Q426816,"Preservam-se a correção gramatical e a coerência textual ao se optar pela determinação do substantivo ""respeito"" (l.7), juntando-se o artigo definido à preposição ""a"", escrevendose ao respeito.",Certo | Errado,e,2009,,2,Certo,Errado
5277,Q426820,"Considerando a argumentação do texto acima bem como asestruturas linguísticas nele utilizadas, julgue os itens a seguir.Na linha 2, mantendo-se a correção gramatical do texto, pode-se empregar em que ou onde em lugar de ""no qual"".",Certo | Errado,c,2009,,2,Certo,Errado
5278,Q426821,"Com base nas estruturas linguísticas e nas relaçõesargumentativas do texto acima, julgue os itens seguintes.Na linha 8, a flexão de singular em ""não se trata"" deve-se ao emprego do singular em ""um regime"".",Certo | Errado,e,2009,,2,Certo,Errado
5279,Q426911,"A partir do texto acima, julgue os itens subsequentes.No desenvolvimento do texto, ""algo"" (.3) corresponde a ""uma enorme muralha verde"" (.4) que parecia proteger as terras brasileiras.",Certo | Errado,c,2009,,2,Certo,Errado
5280,Q426913,"A respeito da organização do texto, julgue os itens a seguir.O deslocamento do pronome átono para depois do verbo, em ""se torna"" (.12), escrevendo-se torna-se, provocaria erro gramatical no texto.",Certo | Errado,e,2009,,2,Certo,Errado
5281,Q426914,"A respeito da organização do texto, julgue os itens a seguir.Mantêm-se as relações semânticas entre os termos e a correção gramatical do texto ao se substituir ""cujo litoral é"" (.1) por com um litoral.",Certo | Errado,c,2009,,2,Certo,Errado
5282,Q427092,"A partir da argumentação do texto acima, bem como dasestruturas linguísticas nele utilizadas, julgue os itens de 1 a 6.Na linha 3, o uso do modo subjuntivo em ""julgue"" é exigido pela estrutura sintática em que ocorre; se fosse retirada a conjunção ""que"" da oração subordinada, o modo empregado deveria ser o infinitivo: julgar.",Certo | Errado,c,2009,,2,Certo,Errado
5283,Q427093,"Com base nas estruturas linguísticas e nas relaçõesargumentativas do texto acima, julgue os itens de 7 a 12.A ausência do sinal indicativo de crase em ""a teses"" (L.10) indica que o substantivo está sendo usado em sentido generalizado, sem a determinação marcada pelo artigo.",Certo | Errado,c,2009,,2,Certo,Errado
5284,Q427094,"Julgue os itens que se seguem, a respeito da organização dasideias no texto acima.De acordo com a argumentação do texto, depreende-se que o termo ""permanente"" (L.6) refere-se à constância da relação entre estética e política",Certo | Errado,c,2009,,2,Certo,Errado
5285,Q427095,"Julgue os itens que se seguem, a respeito da organização dasideias no texto acima.O desenvolvimento da argumentação permitiria usar os termos ""esse jogo"" (L.16-17) e ""essa oscilação"" (L.17) no plural, sem prejudicar a coerência entre os argumentos e o respeito às regras gramaticais.",Certo | Errado,c,2009,,2,Certo,Errado
5286,Q427397,"Considerando a argumentação do texto acima bem como asestruturas linguísticas nele utilizadas, julgue os itens a seguir.Para evitar o emprego redundante de estruturas sintáticosemânticas, como o que se identifica no trecho ""Uma nação se constrói. E constrói-se no meio de embates muito intensos"" (l.3-4), poder-se-ia unir as ideias em um só período sintático - Uma nação se constrói no meio de embates -, o que preservaria a correção gramatical do texto, mas reduziria a intensidade de sua argumentação.",Certo | Errado,c,2009,,2,Certo,Errado
5287,Q427398,"Julgue os seguintes itens, a respeito das estruturas linguísticas edo desenvolvimento argumentativo do texto acima.Na linha 4, para se evitar a sequência ""nós nos"", o pronome átono poderia ser colocado depois da forma verbal ""fazemos"", sem que a correção gramatical do trecho fosse prejudicada, prescindindo-se de outras alterações gráficas.",Certo | Errado,e,2009,,2,Certo,Errado
5288,Q427399,"A respeito da organização das estruturas linguísticas do textoacima e da redação de correspondências oficiais, julgue os itenssubsequentes.Respeitam-se a coerência da argumentação do texto e a sua correção gramatical, se, em vez de se empregar ""do espaço público"" (l.1), no singular, esse termo for usado no plural: dos espaços públicos.",Certo | Errado,c,2009,,2,Certo,Errado
5289,Q427414,"Julgue os itens a seguir a respeito da organização do texto apresentado.Na organização das ideias no texto, o pronome ""que"" (l.14) retoma ""nosso conhecimento das coisas"" (l.13).",Certo | Errado,e,2009,,2,Certo,Errado
5290,Q427460,"Julgue os seguintes itens, a respeito da organização das ideias no texto acima.O desenvolvimento da argumentação e as regras gramaticais da língua portuguesa permitem que, na linha 8, seja feita a seguinte alteração na ligação entre períodos sintáticos: (...) outros primatas; assim, sob a ótica do pai (...).",Certo | Errado,c,2009,,2,Certo,Errado
5291,Q427461,"Com base na organização do texto acima, julgue os itens subsequentes.O uso do modo subjuntivo em ""receba"" (l.6) ressalta a ideia de possibilidade ou hipótese; por isso, sua substituição por receberia mantém o texto correto.",Certo | Errado,e,2009,,2,Certo,Errado
5292,Q427462,"Com referência ao texto acima, julgue os seguintes itens.No desenvolvimento textual, o pronome ""eles"" (l.7) retoma ""instrumentos"" (l.6).",Certo | Errado,e,2009,,2,Certo,Errado
5293,Q427463,"Com referência ao texto acima, julgue os seguintes itens.Na linha 10, a substituição do sinal de ponto-e-vírgula depois da palavra ""social"" pelo ponto final e o emprego da letra inicial maiúscula na palavra ""por"" preservariam a coerência e a correção do texto.",Certo | Errado,c,2009,,2,Certo,Errado
5294,Q427505,"Em relação ao texto acima, julgue os itens que se seguem.Na linha 14, o emprego de vírgulas após ""qualidade"" e ""segurança"" justifica-se por isolar aposto.",Certo | Errado,e,2009,,2,Certo,Errado
5295,Q427510,"Em relação ao texto acima, julgue os itens que se seguem.No texto, ""projeto"" (L.6), ""Decreto n.º 6.780"" (L.10), ""PNAC"" (L.12) e ""nova política"" (L.16, 22 e 29) retomam ""Política Nacional de Aviação Civil (PNAC)"" (L.5).",Certo | Errado,c,2009,,2,Certo,Errado
5296,Q427528,"Em relação ao texto acima, julgue os itens que se seguem.A expressão ""Esse cenário"" (.3) refere-se à seguinte informação anterior: ""passar por momentos turbulentos de tempos em tempos"" (.2-3).",Certo | Errado,c,2009,,2,Certo,Errado
5297,Q427567,"Julgue os seguintes itens, a respeito das ideias e da organizaçãoargumentativa do texto acima.Como resposta possível à pergunta final, nas linhas de 17 a 20, seria coerente e argumentativamente adequado acrescentar ao texto o seguinte trecho: A reflexão sobre essas questões sugere que, por mais que as sociedades avancem no conhecimento científico, as instituições - democráticas ou não - estarão sempre distantes das mudanças que a ciência acarreta na visão que o homem teoricamente constrói a respeito do próprio homem.",Certo | Errado,e,2009,,2,Certo,Errado
5298,Q427579,"Julgue os itens a seguir a respeito da organização do textoapresentado.A expressão ""No estado de repouso e de movimento dos objetos"" (.7) localiza onde se associam os ""conceitos"" referidos na linha 10.",Certo | Errado,c,2009,,2,Certo,Errado
5299,Q427670,"Em relação às ideias e às estruturas linguísticas do texto acima, julgueos itens de 1 a 10.No trecho ""Era um dos pioneiros nessa atividade, que tornaria a aviação acessível ao grande público"", as palavras ""acessível"" e ""público"" são acentuadas de acordo com diferentes regras de acentuação.",Certo | Errado,c,2009,,2,Certo,Errado
5300,Q427671,"Em relação às ideias e às estruturas linguísticas do texto acima, julgueos itens de 1 a 10.Mencionada no último parágrafo do texto, a aventura inesquecível vivida por Seu Joãozinho foi a oportunidade de pilotar o biplano de Fritz Roesles.",Certo | Errado,e,2009,,2,Certo,Errado
5301,Q427680,"Com referência ao texto, julgue os itens a seguir.Na linha 3, o termo ""por diversas mazelas sociais"" complementa o sentido do vocábulo ""responsáveis"".",Certo | Errado,c,2009,,2,Certo,Errado
5302,Q427681,"Os itens a seguir foram adaptados de texto publicado na revistaÉpoca, de 11/8/2008. Julgue-os quanto à correção gramatical.Um padrão eleitoral perverso é o do ""desinteressado pela política"". A visão deste é fatalista, baseada no argumento ""meu voto não muda nada"" ou no lema ""os políticos são todos iguais"".",Certo | Errado,c,2009,,2,Certo,Errado
5303,Q427682,"Com base no texto, julgue os próximos itens.Pressupõe-se que houve mais de uma tentativa de contato com os índios juruna.",Certo | Errado,c,2009,,2,Certo,Errado
5304,Q427683,"Com relação ao texto acima, julgue os itens a seguir.Sem prejuízo para a correção gramatical do texto, a palavra medicamento poderia ser inserida imediatamente antes da forma verbal ""produzido"" (L.2).",Certo | Errado,c,2009,,2,Certo,Errado
5305,Q427832,"Considerando as ideias e os aspectos linguísticos do texto acima,julgue os itens a seguir.A forma verbal ""retêm"" (L.12) está no plural porque concorda com o termo antecedente ""gases"" (L.11).",Certo | Errado,c,2009,,2,Certo,Errado
5306,Q427833,"Considerando as ideias e os aspectos linguísticos do texto acima,julgue os itens a seguir.Infere-se das informações do texto que o fato de a cana-de-açúcar ser um vegetal contribui para a absorção de parte do  produzido pela queima do combustível obtido a partir dessa planta.",Certo | Errado,c,2009,,2,Certo,Errado
5307,Q427835,"Com relação às ideias do texto e a aspectos linguísticos e textuais,julgue os itens subsequentes.O emprego do subjuntivo em ""deva ser menor"" (L.1) justifica-se por se tratar de uma ideia de possibilidade, de probabilidade.",Certo | Errado,c,2009,,2,Certo,Errado
5308,Q427866,"A partir do texto acima, julgue os itens subsequentes.A preposição ""por"" (L.9) introduz uma noção de causa ou justificativa para a denominação ""Mata Atlântica"" (L.8-9) atribuída à área descrita no texto.",Certo | Errado,c,2009,,2,Certo,Errado
